label,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,underclassman,athleticism_score,production_score,final_score,imp_grade,posi_CB,posi_DB,posi_DC,posi_DE,posi_DL,posi_DT,posi_EDGE,posi_FB,posi_FS,posi_G,posi_IB,posi_K,posi_LB,posi_LS,posi_NT,posi_OB,posi_OC,posi_OG,posi_OH,posi_OL,posi_OT,posi_P,posi_QB,posi_RB,posi_S,posi_SAF,posi_SS,posi_ST,posi_T,posi_TE,posi_WO,posi_WR,conf_Group of 5,conf_Power 5
KC_Scott Pioli,73.29326923076923,246.6153846153846,32.28365384615385,41.87980769230769,17.692307692307693,1.5426923076923076,4.240769230769231,30.057692307692307,105.5,5.332692307692308,3.2811538461538463,0.0,0.0,70.01961538461538,68.61730769230769,71.26769230769231,6.052692307692308,0.0,0.23076923076923078,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.038461538461538464,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.15384615384615385,0.0,0.11538461538461539,0.7692307692307693
LAC_AJ Smith,73.98880597014926,251.23880597014926,32.19962686567164,16.063432835820894,18.65671641791045,1.291044776119403,3.7114925373134326,24.261194029850746,79.80597014925372,3.9110447761194034,2.3495522388059698,0.14283582089552238,0.0,66.99537313432835,64.16462686567164,67.43731343283582,6.009850746268657,0.0,0.14925373134328357,0.029850746268656716,0.04477611940298507,0.07462686567164178,0.04477611940298507,0.0,0.0,0.0,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.07462686567164178,0.0,0.0,0.0,0.014925373134328358,0.0,0.029850746268656716,0.13432835820895522,0.029850746268656716,0.014925373134328358,0.029850746268656716,0.08955223880597014,0.0,0.0,0.029850746268656716,0.0,0.014925373134328358,0.04477611940298507,0.08955223880597014,0.0,0.14925373134328357,0.7611940298507462
LAC_Joe Hortiz,74.05555555555556,229.55555555555554,32.02777777777778,77.05555555555556,9.11111111111111,1.4266666666666667,4.115555555555556,31.22222222222222,94.66666666666667,2.382222222222222,1.4333333333333333,4.648888888888889,0.2222222222222222,76.97111111111111,71.55555555555556,75.6,6.0744444444444445,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.1111111111111111,0.8888888888888888
LAC_Tom Telesco,73.96865671641791,245.29850746268656,32.33231343283582,77.51522388059702,13.208955223880597,1.0523880597014925,3.04955223880597,23.186567164179106,79.53731343283582,3.2197014925373133,1.946716417910448,1.825223880597015,0.014925373134328358,71.57253731343283,71.2086567164179,72.67492537313433,6.070746268656716,0.029850746268656716,0.07462686567164178,0.0,0.04477611940298507,0.05970149253731343,0.04477611940298507,0.014925373134328358,0.0,0.0,0.07462686567164178,0.0,0.0,0.13432835820895522,0.0,0.0,0.0,0.0,0.0,0.0,0.029850746268656716,0.0,0.014925373134328358,0.05970149253731343,0.08955223880597014,0.07462686567164178,0.0,0.0,0.0,0.05970149253731343,0.029850746268656716,0.1044776119402985,0.029850746268656716,0.05970149253731343,0.8208955223880597
LA_Billy Devaney,74.42105263157895,241.94736842105263,32.83552631578947,20.29605263157895,20.526315789473685,1.4221052631578948,4.0531578947368425,26.342105263157894,84.6842105263158,5.604210526315789,3.416315789473684,0.2521052631578947,0.0,62.77736842105263,67.5221052631579,67.38947368421053,6.021578947368421,0.0,0.15789473684210525,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.21052631578947367,0.0,0.21052631578947367,0.7368421052631579
LA_Jay Zygmunt,73.56510416666667,248.8125,31.822916666666668,0.0,14.958333333333334,1.3772916666666666,3.9629166666666666,25.302083333333332,83.64583333333333,5.001041666666667,3.0502083333333334,0.19541666666666666,0.0,70.169375,64.95937500000001,69.18041666666666,5.990833333333334,0.020833333333333332,0.0625,0.0625,0.0,0.125,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.020833333333333332,0.020833333333333332,0.10416666666666667,0.0,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.041666666666666664,0.0,0.0,0.0,0.020833333333333332,0.08333333333333333,0.125,0.0,0.14583333333333334,0.7708333333333334
LA_Les Snead,73.5175,242.29787234042553,32.303244680851066,77.40574468085107,12.691489361702128,1.2521276595744681,3.6176595744680853,25.143617021276597,87.22340425531915,3.61531914893617,2.673085106382979,2.1172340425531915,0.010638297872340425,68.25946808510639,68.83297872340425,70.31468085106383,5.9477659574468085,0.05319148936170213,0.0851063829787234,0.0,0.05319148936170213,0.0425531914893617,0.05319148936170213,0.010638297872340425,0.010638297872340425,0.0,0.031914893617021274,0.0,0.010638297872340425,0.11702127659574468,0.0,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,0.010638297872340425,0.0,0.031914893617021274,0.10638297872340426,0.05319148936170213,0.010638297872340425,0.0,0.0,0.05319148936170213,0.05319148936170213,0.11702127659574468,0.010638297872340425,0.0851063829787234,0.8085106382978723
LV_Al Davis,75.035,247.6,32.84,0.0,15.48,1.3497999999999999,3.8648000000000002,27.37,93.04,4.8044,3.1598,0.0924,0.0,73.7076,69.1334,73.3806,6.055,0.04,0.08,0.02,0.08,0.1,0.02,0.0,0.0,0.02,0.0,0.02,0.0,0.08,0.0,0.0,0.0,0.02,0.0,0.02,0.1,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.02,0.04,0.22,0.0,0.14,0.7
LV_Dave Ziegler,74.22115384615384,259.46153846153845,32.625,78.17307692307692,7.076923076923077,1.28,3.7161538461538464,25.73076923076923,89.3076923076923,2.443076923076923,0.7315384615384615,4.806923076923077,0.0,68.59538461538462,71.46692307692307,70.96923076923078,6.031538461538461,0.07692307692307693,0.0,0.0,0.0,0.0,0.3076923076923077,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.9230769230769231
LV_Hue Jackson,73.575,239.8,32.95,77.85,15.4,1.6760000000000002,4.796,32.3,113.6,5.906000000000001,3.524,0.0,0.0,69.708,63.31,67.204,5.862,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8
LV_Mike Mayock,73.38095238095238,229.57142857142858,31.952380952380953,77.29166666666667,6.523809523809524,0.7376190476190476,2.1761904761904765,15.166666666666666,57.476190476190474,2.045238095238095,1.2266666666666668,3.150952380952381,0.0,75.43380952380951,71.99380952380953,75.14714285714285,6.172380952380952,0.19047619047619047,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.23809523809523808,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.0,0.14285714285714285,0.8571428571428571
LV_Reggie McKenzie,74.71479591836734,253.3673469387755,32.71969387755102,78.46448979591837,13.877551020408163,1.2722448979591838,3.6651020408163264,25.612244897959183,93.95918367346938,4.936530612244898,3.154489795918367,0.1920408163265306,0.0,68.06734693877551,67.93285714285715,69.15612244897959,5.979591836734694,0.02040816326530612,0.14285714285714285,0.0,0.04081632653061224,0.10204081632653061,0.08163265306122448,0.0,0.0,0.0,0.0,0.0,0.0,0.1836734693877551,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.0,0.02040816326530612,0.061224489795918366,0.04081632653061224,0.02040816326530612,0.0,0.0,0.0,0.08163265306122448,0.061224489795918366,0.061224489795918366,0.0,0.1836734693877551,0.7346938775510204
LV_Tom Telesco,73.69642857142857,242.71428571428572,32.30357142857143,77.76785714285714,11.714285714285714,0.9028571428571429,2.6485714285714286,28.642857142857142,99.14285714285714,1.9942857142857144,1.8014285714285714,4.695714285714286,0.2857142857142857,78.84571428571428,75.13285714285713,77.32142857142857,6.055714285714286,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.8571428571428571
MIA_Chris Grier,74.09707547169812,244.8679245283019,32.210283018867926,77.62037735849057,11.264150943396226,1.140754716981132,3.309433962264151,25.764150943396228,87.35849056603773,3.5824528301886795,2.083584905660377,2.679056603773585,0.05660377358490566,71.33754716981132,73.02905660377358,73.5088679245283,6.10377358490566,0.05660377358490566,0.018867924528301886,0.0,0.11320754716981132,0.0,0.07547169811320754,0.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.07547169811320754,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.07547169811320754,0.09433962264150944,0.07547169811320754,0.0,0.0,0.0,0.11320754716981132,0.07547169811320754,0.11320754716981132,0.018867924528301886,0.09433962264150944,0.8867924528301887
MIA_Dennis Hickey,74.53125,247.58333333333334,32.666666666666664,78.20833333333333,20.25,1.6891666666666667,4.818333333333333,32.958333333333336,114.08333333333333,6.114999999999999,3.605,0.0,0.0,68.89083333333333,67.40166666666667,71.15083333333332,6.029166666666666,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.0,0.25,0.5833333333333334
MIA_Eddie Jones,74.21875,268.3333333333333,31.84375,0.0,19.75,1.3091666666666668,3.7616666666666667,21.125,81.25,5.083333333333333,2.983333333333333,0.0,0.0,68.74416666666666,65.91916666666667,70.06833333333334,5.9383333333333335,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.25,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.6666666666666666
MIA_Jerr Ireland,74.7,249.2,32.803125,34.890625,12.675,1.2515,3.47675,24.85,83.55,5.05675,2.99575,0.22999999999999998,0.0,68.94725,66.33,69.8725,6.05075,0.0,0.125,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.075,0.1,0.0,0.0,0.0,0.0,0.0,0.075,0.125,0.0,0.15,0.725
MIA_Randy Mueller,74.59210526315789,254.73684210526315,32.66447368421053,0.0,12.842105263157896,1.42,4.078947368421052,26.263157894736842,89.15789473684211,5.018421052631578,3.1757894736842105,0.0,0.0,71.57947368421053,63.308947368421045,68.85894736842106,6.027368421052631,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.15789473684210525,0.0,0.05263157894736842,0.8421052631578947
MIN_Kwesi Adofo-Mensah,73.6375,226.45,32.33125,77.3875,2.85,0.943,2.7489999999999997,20.275,73.75,1.875,1.149,4.6905,0.25,68.02250000000001,66.2715,68.227,6.035500000000001,0.2,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.05,0.0,0.0,0.1,0.0,0.05,0.05,0.05,0.95
MIN_Rick Spielman,74.28645038167939,245.6030534351145,32.55645038167939,61.40580152671755,15.709923664122137,1.3997709923664123,4.0379389312977105,26.629770992366414,89.91603053435115,4.693206106870228,2.9259541984732826,0.8345801526717557,0.0,69.88748091603054,67.57312977099237,70.17885496183206,6.017175572519084,0.05343511450381679,0.1297709923664122,0.0,0.05343511450381679,0.09923664122137404,0.030534351145038167,0.0,0.0,0.0,0.030534351145038167,0.0,0.015267175572519083,0.12213740458015267,0.0,0.0,0.0,0.0,0.0,0.0,0.09923664122137404,0.0,0.007633587786259542,0.04580152671755725,0.04580152671755725,0.022900763358778626,0.0,0.0,0.0,0.03816793893129771,0.05343511450381679,0.13740458015267176,0.0,0.12213740458015267,0.7633587786259542
MIN_Rob Brzezinski,73.83333333333333,245.33333333333334,31.863095238095237,0.0,9.857142857142858,1.1876190476190476,3.4195238095238096,22.452380952380953,75.57142857142857,4.621428571428571,2.920952380952381,0.21333333333333335,0.0,65.82333333333334,67.41761904761904,68.29333333333334,6.051428571428572,0.047619047619047616,0.0,0.0,0.19047619047619047,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.09523809523809523,0.0,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.8095238095238095
NE_Bill Belichick,74.05570967741936,249.55483870967743,32.35006451612903,49.73151612903226,12.832258064516129,1.1851612903225806,3.4244516129032254,23.883870967741935,80.65806451612903,3.52458064516129,2.184322580645161,1.269483870967742,0.01935483870967742,68.16438709677419,66.17090322580646,68.50270967741936,6.006774193548387,0.05806451612903226,0.07096774193548387,0.012903225806451613,0.04516129032258064,0.1032258064516129,0.03225806451612903,0.0064516129032258064,0.0,0.0064516129032258064,0.05161290322580645,0.0,0.0064516129032258064,0.08387096774193549,0.0,0.0,0.0,0.0064516129032258064,0.0,0.0064516129032258064,0.07096774193548387,0.0,0.01935483870967742,0.07741935483870968,0.05806451612903226,0.012903225806451613,0.0,0.0064516129032258064,0.012903225806451613,0.05806451612903226,0.07741935483870968,0.0967741935483871,0.012903225806451613,0.10967741935483871,0.7870967741935484
NO_Mickey Loomis,74.16815573770491,247.36885245901638,32.44573770491803,48.08418032786886,13.442622950819672,1.228360655737705,3.5431147540983607,24.774590163934427,84.77049180327869,4.0238524590163935,2.4981147540983604,1.0984426229508195,0.0,71.66131147540983,69.10499999999999,71.69852459016393,6.058770491803278,0.03278688524590164,0.12295081967213115,0.0,0.04918032786885246,0.08196721311475409,0.05737704918032787,0.00819672131147541,0.00819672131147541,0.0,0.00819672131147541,0.0,0.00819672131147541,0.10655737704918032,0.0,0.0,0.02459016393442623,0.0,0.00819672131147541,0.0,0.07377049180327869,0.00819672131147541,0.00819672131147541,0.04918032786885246,0.05737704918032787,0.040983606557377046,0.00819672131147541,0.0,0.0,0.05737704918032787,0.02459016393442623,0.12295081967213115,0.00819672131147541,0.08196721311475409,0.8032786885245902
NYG_Dave Gettelman,74.23214285714286,245.10714285714286,32.53125,77.98214285714286,12.035714285714286,1.2325,3.5710714285714285,21.392857142857142,75.5,3.117857142857143,2.2296428571428573,2.191785714285714,0.0,75.005,74.05392857142859,75.22071428571428,6.126071428571429,0.21428571428571427,0.0,0.0,0.14285714285714285,0.0,0.10714285714285714,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.10714285714285714,0.7142857142857143
NYG_Ernie Accorsi,74.578125,252.0,32.40625,0.0,16.041666666666668,1.095,3.1683333333333334,21.4375,76.33333333333333,4.351666666666667,2.5837499999999998,0.39749999999999996,0.0,74.27416666666666,65.68458333333334,71.83208333333333,5.98875,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.16666666666666666,0.08333333333333333,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.08333333333333333,0.0,0.041666666666666664,0.7083333333333334
NYG_Jerry Reese,74.19963768115942,246.65217391304347,32.84804347826087,46.44579710144928,15.492753623188406,1.5440579710144928,4.431739130434783,28.695652173913043,99.79710144927536,5.860579710144927,3.555217391304348,0.0,0.0,67.72608695652174,69.06942028985507,70.74115942028986,6.044492753623189,0.014492753623188406,0.15942028985507245,0.0,0.014492753623188406,0.14492753623188406,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.10144927536231885,0.0,0.0,0.0,0.0,0.0,0.0,0.15942028985507245,0.0,0.014492753623188406,0.057971014492753624,0.10144927536231885,0.014492753623188406,0.0,0.0,0.0,0.014492753623188406,0.057971014492753624,0.13043478260869565,0.0,0.18840579710144928,0.6521739130434783
NYG_Joe Schoen,73.67857142857143,236.9047619047619,31.958333333333332,77.28571428571429,7.666666666666667,1.000952380952381,2.9004761904761907,25.428571428571427,80.95238095238095,2.452857142857143,1.7042857142857142,4.701904761904761,0.23809523809523808,76.34238095238095,72.90238095238095,75.3652380952381,6.105714285714286,0.14285714285714285,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.09523809523809523,0.047619047619047616,0.0,0.0,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.9523809523809523
NYJ_Joe Douglas,74.35670731707317,242.70731707317074,32.640243902439025,78.45731707317073,8.146341463414634,0.7980487804878048,2.3190243902439023,15.5,55.4390243902439,1.2290243902439024,0.8539024390243902,4.033414634146341,0.0975609756097561,74.73390243902439,71.43951219512195,74.27341463414635,6.131707317073171,0.12195121951219512,0.0,0.0,0.07317073170731707,0.0,0.04878048780487805,0.024390243902439025,0.0,0.0,0.024390243902439025,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.12195121951219512,0.0975609756097561,0.0,0.0,0.0,0.12195121951219512,0.07317073170731707,0.0975609756097561,0.0,0.12195121951219512,0.8536585365853658
NYJ_John Idzik,73.45138888888889,240.88888888888889,32.263888888888886,77.25694444444444,16.22222222222222,1.392777777777778,3.978888888888889,25.0,89.5,3.717777777777778,2.229444444444445,0.0,0.0,65.04833333333335,67.17777777777778,67.19944444444445,5.951666666666666,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.16666666666666666,0.0,0.1111111111111111,0.7777777777777778
NYJ_Mike Maccagnan,74.3704,245.8,32.6004,78.4206,13.48,1.3832,4.0032,27.42,97.36,4.9048,3.1692,0.0,0.0,68.9592,69.0404,70.8232,6.105599999999999,0.08,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.12,0.04,0.0,0.0,0.0,0.0,0.04,0.08,0.16,0.0,0.12,0.64
